Season,Race,Circuit,Country,Date,Driver,Driver_ID,Team,Position,Points,Grid,Laps,Status,Total_Points,Average_Position,Best_Position,Locality,Latitude,Longitude,Country.1,Temperature_C,Weather_Description,Wind_Speed_kmh
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Pablo Montoya,montoya,Williams,12,0.0,8,53,+3 Laps,32.0,6.8,2,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Verstappen,verstappen,Minardi,13,0.0,18,52,+4 Laps,0.0,14.7,11,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Pizzonia,pizzonia,Jaguar,14,0.0,15,42,Spun off,2.0,14.1,7,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Wilson,wilson,Minardi,15,0.0,19,41,Mechanical,0.0,14.7,11,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Webber,webber,Jaguar,16,0.0,16,35,Engine,2.0,14.1,7,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Panis,panis,Toyota,17,0.0,10,12,Fuel pressure,3.0,12.8,6,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Coulthard,coulthard,McLaren,18,0.0,4,2,Electrical,51.0,7.2,1,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Fisichella,fisichella,Jordan,19,0.0,14,0,Electrical,11.0,13.2,1,Kuala Lumpur,2.76083,101.738,,,,
2003,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2003-03-23,Villeneuve,villeneuve,BAR,20,0.0,12,0,Electrical,6.0,11.8,6,Kuala Lumpur,2.76083,101.738,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Fisichella,fisichella,Jordan,1,10.0,8,54,Finished,11.0,13.2,1,São Paulo,-23.7036,-46.6997,Brazil,20.9,316.0,15.587096774193547
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Räikkönen,raikkonen,McLaren,2,8.0,4,54,Finished,51.0,7.2,1,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Alonso,alonso,Renault,3,6.0,10,54,Finished,34.0,7.0,2,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Coulthard,coulthard,McLaren,4,5.0,2,54,Finished,51.0,7.2,1,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Frentzen,frentzen,Sauber,5,4.0,14,54,Finished,8.0,10.9,5,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Villeneuve,villeneuve,BAR,6,3.0,13,54,Finished,6.0,11.8,6,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Schumacher,ralf_schumacher,Williams,7,2.0,6,54,Finished,32.0,6.8,2,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Trulli,trulli,Renault,8,1.0,5,54,Finished,34.0,7.0,2,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Webber,webber,Jaguar,9,0.0,3,53,Accident,2.0,14.1,7,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,da Matta,matta,Toyota,10,0.0,18,53,+1 Lap,3.0,12.8,6,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Barrichello,barrichello,Ferrari,11,0.0,1,47,Fuel system,48.0,6.5,1,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Button,button,BAR,12,0.0,11,33,Accident,6.0,11.8,6,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Verstappen,verstappen,Minardi,13,0.0,19,31,Spun off,0.0,14.7,11,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Schumacher,michael_schumacher,Ferrari,14,0.0,7,27,Accident,48.0,6.5,1,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Pablo Montoya,montoya,Williams,15,0.0,9,25,Accident,32.0,6.8,2,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Pizzonia,pizzonia,Jaguar,16,0.0,17,25,Accident,2.0,14.1,7,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Panis,panis,Toyota,17,0.0,15,18,Collision,3.0,12.8,6,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Firman,firman,Jordan,18,0.0,16,18,Suspension,11.0,13.2,1,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Wilson,wilson,Minardi,19,0.0,20,16,Spun off,0.0,14.7,11,São Paulo,-23.7036,-46.6997,,,,
2003,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,2003-04-06,Heidfeld,heidfeld,Sauber,20,0.0,12,8,Engine,8.0,10.9,5,São Paulo,-23.7036,-46.6997,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Schumacher,michael_schumacher,Ferrari,1,10.0,1,62,Finished,48.0,6.5,1,Imola,44.3439,11.7167,Italy,21.27317073170732,316.0,15.587096774193547
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Räikkönen,raikkonen,McLaren,2,8.0,6,62,Finished,51.0,7.2,1,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Barrichello,barrichello,Ferrari,3,6.0,3,62,Finished,48.0,6.5,1,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Schumacher,ralf_schumacher,Williams,4,5.0,2,62,Finished,32.0,6.8,2,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Coulthard,coulthard,McLaren,5,4.0,12,62,Finished,51.0,7.2,1,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Alonso,alonso,Renault,6,3.0,8,62,Finished,34.0,7.0,2,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Pablo Montoya,montoya,Williams,7,2.0,4,62,Finished,32.0,6.8,2,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Button,button,BAR,8,1.0,9,61,+1 Lap,6.0,11.8,6,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Panis,panis,Toyota,9,0.0,10,61,+1 Lap,3.0,12.8,6,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Heidfeld,heidfeld,Sauber,10,0.0,11,61,+1 Lap,8.0,10.9,5,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Frentzen,frentzen,Sauber,11,0.0,14,61,+1 Lap,8.0,10.9,5,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,da Matta,matta,Toyota,12,0.0,13,61,+1 Lap,3.0,12.8,6,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Trulli,trulli,Renault,13,0.0,16,61,+1 Lap,34.0,7.0,2,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Pizzonia,pizzonia,Jaguar,14,0.0,15,60,+2 Laps,2.0,14.1,7,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Fisichella,fisichella,Jordan,15,0.0,17,57,+5 Laps,11.0,13.2,1,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Webber,webber,Jaguar,16,0.0,5,54,Driveshaft,2.0,14.1,7,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Firman,firman,Jordan,17,0.0,19,51,Oil line,11.0,13.2,1,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Verstappen,verstappen,Minardi,18,0.0,20,38,Electrical,0.0,14.7,11,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Wilson,wilson,Minardi,19,0.0,18,23,Fuel rig,0.0,14.7,11,Imola,44.3439,11.7167,,,,
2003,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2003-04-20,Villeneuve,villeneuve,BAR,20,0.0,7,19,Engine,6.0,11.8,6,Imola,44.3439,11.7167,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Schumacher,michael_schumacher,Ferrari,1,10.0,1,65,Finished,48.0,6.5,1,Montmeló,41.57,2.26111,Spain,21.27317073170732,316.0,15.587096774193547
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Alonso,alonso,Renault,2,8.0,3,65,Finished,34.0,7.0,2,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Barrichello,barrichello,Ferrari,3,6.0,2,65,Finished,48.0,6.5,1,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Pablo Montoya,montoya,Williams,4,5.0,9,65,Finished,32.0,6.8,2,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Schumacher,ralf_schumacher,Williams,5,4.0,7,64,+1 Lap,32.0,6.8,2,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,da Matta,matta,Toyota,6,3.0,13,64,+1 Lap,3.0,12.8,6,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Webber,webber,Jaguar,7,2.0,12,64,+1 Lap,2.0,14.1,7,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Firman,firman,Jordan,8,1.0,15,63,+2 Laps,11.0,13.2,1,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Button,button,BAR,9,0.0,5,63,+2 Laps,6.0,11.8,6,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Heidfeld,heidfeld,Sauber,10,0.0,14,63,+2 Laps,8.0,10.9,5,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Wilson,wilson,Minardi,11,0.0,18,63,+2 Laps,0.0,14.7,11,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Verstappen,verstappen,Minardi,12,0.0,19,62,+3 Laps,0.0,14.7,11,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Fisichella,fisichella,Jordan,13,0.0,17,43,Engine,11.0,13.2,1,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Panis,panis,Toyota,14,0.0,6,41,Gearbox,3.0,12.8,6,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Frentzen,frentzen,Sauber,15,0.0,10,38,Suspension,8.0,10.9,5,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Coulthard,coulthard,McLaren,16,0.0,8,17,Collision,51.0,7.2,1,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Villeneuve,villeneuve,BAR,17,0.0,11,12,Electrical,6.0,11.8,6,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Trulli,trulli,Renault,18,0.0,4,0,Collision,34.0,7.0,2,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Pizzonia,pizzonia,Jaguar,19,0.0,16,0,Launch control,2.0,14.1,7,Montmeló,41.57,2.26111,,,,
2003,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,2003-05-04,Räikkönen,raikkonen,McLaren,20,0.0,20,0,Collision,51.0,7.2,1,Montmeló,41.57,2.26111,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Schumacher,michael_schumacher,Ferrari,1,10.0,1,58,Finished,82.0,2.1,1,Melbourne,-37.8497,144.968,Australia,15.2,316.0,15.587096774193547
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Barrichello,barrichello,Ferrari,2,8.0,2,58,Finished,82.0,2.1,1,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Alonso,alonso,Renault,3,6.0,5,58,Finished,42.0,4.8,3,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Schumacher,ralf_schumacher,Williams,4,5.0,8,58,Finished,30.0,8.1,2,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Pablo Montoya,montoya,Williams,5,4.0,3,58,Finished,30.0,8.1,2,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Button,button,BAR,6,3.0,4,58,Finished,32.0,7.2,2,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Trulli,trulli,Renault,7,2.0,9,57,+1 Lap,42.0,4.8,3,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Coulthard,coulthard,McLaren,8,1.0,12,57,+1 Lap,5.0,13.0,6,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Sato,sato,BAR,9,0.0,7,57,+1 Lap,32.0,7.2,2,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Fisichella,fisichella,Sauber,10,0.0,14,57,+1 Lap,3.0,10.2,7,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Klien,klien,Jaguar,11,0.0,19,56,+2 Laps,1.0,13.6,8,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,da Matta,matta,Toyota,12,0.0,13,56,+2 Laps,0.0,12.4,9,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Panis,panis,Toyota,13,0.0,18,56,+2 Laps,0.0,12.4,9,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Pantano,pantano,Jordan,14,0.0,16,55,+3 Laps,0.0,16.1,13,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Massa,massa,Sauber,15,0.0,11,44,Engine,3.0,10.2,7,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Heidfeld,heidfeld,Jordan,16,0.0,15,43,Transmission,0.0,16.1,13,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Bruni,bruni,Minardi,17,0.0,20,43,Not classified,0.0,17.5,14,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Webber,webber,Jaguar,18,0.0,6,29,Transmission,1.0,13.6,8,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Baumgartner,baumgartner,Minardi,19,0.0,17,13,Electrical,0.0,17.5,14,Melbourne,-37.8497,144.968,,,,
2004,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,2004-03-07,Räikkönen,raikkonen,McLaren,20,0.0,10,9,Engine,5.0,13.0,6,Melbourne,-37.8497,144.968,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Schumacher,michael_schumacher,Ferrari,1,10.0,1,56,Finished,82.0,2.1,1,Kuala Lumpur,2.76083,101.738,Malaysia,29.1,316.0,15.587096774193547
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Pablo Montoya,montoya,Williams,2,8.0,4,56,Finished,30.0,8.1,2,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Button,button,BAR,3,6.0,6,56,Finished,32.0,7.2,2,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Barrichello,barrichello,Ferrari,4,5.0,3,56,Finished,82.0,2.1,1,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Trulli,trulli,Renault,5,4.0,8,56,Finished,42.0,4.8,3,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Coulthard,coulthard,McLaren,6,3.0,9,56,Finished,5.0,13.0,6,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Alonso,alonso,Renault,7,2.0,19,56,Finished,42.0,4.8,3,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Massa,massa,Sauber,8,1.0,11,55,+1 Lap,3.0,10.2,7,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,da Matta,matta,Toyota,9,0.0,10,55,+1 Lap,0.0,12.4,9,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Klien,klien,Jaguar,10,0.0,13,55,+1 Lap,1.0,13.6,8,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Fisichella,fisichella,Sauber,11,0.0,12,55,+1 Lap,3.0,10.2,7,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Panis,panis,Toyota,12,0.0,14,55,+1 Lap,0.0,12.4,9,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Pantano,pantano,Jordan,13,0.0,18,54,+2 Laps,0.0,16.1,13,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Bruni,bruni,Minardi,14,0.0,16,53,+3 Laps,0.0,17.5,14,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Sato,sato,BAR,15,0.0,20,52,+4 Laps,32.0,7.2,2,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Baumgartner,baumgartner,Minardi,16,0.0,17,52,+4 Laps,0.0,17.5,14,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Räikkönen,raikkonen,McLaren,17,0.0,5,40,Transmission,5.0,13.0,6,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Heidfeld,heidfeld,Jordan,18,0.0,15,34,Transmission,0.0,16.1,13,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Schumacher,ralf_schumacher,Williams,19,0.0,7,27,Engine,30.0,8.1,2,Kuala Lumpur,2.76083,101.738,,,,
2004,Malaysian Grand Prix,Sepang International Circuit,Malaysia,2004-03-21,Webber,webber,Jaguar,20,0.0,2,23,Spun off,1.0,13.6,8,Kuala Lumpur,2.76083,101.738,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Schumacher,michael_schumacher,Ferrari,1,10.0,1,57,Finished,82.0,2.1,1,Sakhir,26.0325,50.5106,Bahrain,25.3,96.0,19.0
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Barrichello,barrichello,Ferrari,2,8.0,2,57,Finished,82.0,2.1,1,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Button,button,BAR,3,6.0,6,57,Finished,32.0,7.2,2,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Trulli,trulli,Renault,4,5.0,7,57,Finished,42.0,4.8,3,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Sato,sato,BAR,5,4.0,5,57,Finished,32.0,7.2,2,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Alonso,alonso,Renault,6,3.0,16,57,Finished,42.0,4.8,3,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Schumacher,ralf_schumacher,Williams,7,2.0,4,57,Finished,30.0,8.1,2,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Webber,webber,Jaguar,8,1.0,14,56,+1 Lap,1.0,13.6,8,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Panis,panis,Toyota,9,0.0,8,56,+1 Lap,0.0,12.4,9,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,da Matta,matta,Toyota,10,0.0,9,56,+1 Lap,0.0,12.4,9,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Fisichella,fisichella,Sauber,11,0.0,11,56,+1 Lap,3.0,10.2,7,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Massa,massa,Sauber,12,0.0,13,56,+1 Lap,3.0,10.2,7,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Pablo Montoya,montoya,Williams,13,0.0,3,56,+1 Lap,30.0,8.1,2,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Klien,klien,Jaguar,14,0.0,12,56,+1 Lap,1.0,13.6,8,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Heidfeld,heidfeld,Jordan,15,0.0,18,56,+1 Lap,0.0,16.1,13,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Pantano,pantano,Jordan,16,0.0,15,55,+2 Laps,0.0,16.1,13,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Bruni,bruni,Minardi,17,0.0,17,52,+5 Laps,0.0,17.5,14,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Coulthard,coulthard,McLaren,18,0.0,10,50,Pneumatics,5.0,13.0,6,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Baumgartner,baumgartner,Minardi,19,0.0,20,44,Engine,0.0,17.5,14,Sakhir,26.0325,50.5106,,,,
2004,Bahrain Grand Prix,Bahrain International Circuit,Bahrain,2004-04-04,Räikkönen,raikkonen,McLaren,20,0.0,19,7,Engine,5.0,13.0,6,Sakhir,26.0325,50.5106,,,,
2004,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2004-04-25,Schumacher,michael_schumacher,Ferrari,1,10.0,2,62,Finished,82.0,2.1,1,Imola,44.3439,11.7167,Italy,21.27317073170732,316.0,15.587096774193547
2004,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2004-04-25,Button,button,BAR,2,8.0,1,62,Finished,32.0,7.2,2,Imola,44.3439,11.7167,,,,
2004,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2004-04-25,Pablo Montoya,montoya,Williams,3,6.0,3,62,Finished,30.0,8.1,2,Imola,44.3439,11.7167,,,,
2004,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2004-04-25,Alonso,alonso,Renault,4,5.0,6,62,Finished,42.0,4.8,3,Imola,44.3439,11.7167,,,,
2004,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2004-04-25,Trulli,trulli,Renault,5,4.0,9,62,Finished,42.0,4.8,3,Imola,44.3439,11.7167,,,,
2004,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,2004-04-25,Barrichello,barrichello,Ferrari,6,3.0,4,62,Finished,82.0,2.1,1,Imola,44.3439,11.7167,,,,
